age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38,entrepreneur,married,tertiary,False,678,False,True,cellular,18,nov,82,2,152,1,failure,False
54,blue-collar,married,secondary,False,506,True,False,cellular,18,nov,172,2,104,2,failure,False
51,management,married,tertiary,False,-516,True,False,cellular,18,nov,120,2,187,2,failure,False
44,management,single,tertiary,False,1356,False,True,cellular,18,nov,264,2,134,2,other,False
47,blue-collar,married,primary,False,1533,False,True,cellular,18,nov,273,2,96,4,failure,False
34,blue-collar,married,primary,False,500,True,False,cellular,18,nov,240,2,182,1,failure,False
54,admin.,married,secondary,False,3729,False,True,cellular,18,nov,597,2,116,1,other,False
30,blue-collar,married,secondary,False,246,True,False,cellular,18,nov,166,2,113,5,failure,False
52,services,married,secondary,False,2257,True,False,telephone,18,nov,102,2,188,1,failure,False
36,blue-collar,married,secondary,False,402,False,True,cellular,18,nov,86,2,154,1,failure,False
39,management,married,secondary,False,517,True,False,cellular,18,nov,387,3,196,2,failure,False
32,management,single,tertiary,False,0,True,False,cellular,18,nov,244,2,168,1,other,False
54,self-employed,married,tertiary,False,368,False,False,cellular,18,nov,74,2,110,4,failure,False
36,entrepreneur,single,secondary,False,296,False,False,cellular,18,nov,67,2,111,2,failure,False
36,technician,single,primary,False,2169,True,False,cellular,18,nov,133,2,110,3,other,False
44,technician,married,secondary,False,2626,True,False,cellular,18,nov,170,2,188,3,failure,False
59,entrepreneur,married,primary,False,124,True,False,cellular,18,nov,531,3,134,7,failure,False
36,management,married,tertiary,False,521,False,True,cellular,18,nov,135,2,152,1,other,False
40,admin.,single,secondary,False,2854,True,False,cellular,18,nov,354,2,169,1,failure,False
30,services,divorced,secondary,False,0,True,True,cellular,18,nov,174,2,111,3,failure,False
34,blue-collar,married,secondary,False,932,False,True,cellular,18,nov,148,2,132,1,other,False
33,management,married,tertiary,False,1522,True,False,cellular,18,nov,171,2,179,3,failure,False
44,services,married,secondary,False,-236,True,False,cellular,18,nov,218,2,113,7,success,False
42,blue-collar,divorced,secondary,False,898,True,False,cellular,18,nov,136,2,131,1,failure,False
36,technician,divorced,secondary,False,556,True,False,cellular,18,nov,154,3,189,1,failure,False
53,self-employed,married,secondary,False,1066,True,False,cellular,18,nov,110,1,186,3,failure,False
38,technician,married,secondary,False,728,True,False,cellular,18,nov,286,1,181,2,other,False
30,technician,single,tertiary,False,0,True,False,cellular,18,nov,342,2,174,1,failure,False
45,services,married,secondary,False,1550,True,False,cellular,18,nov,143,2,166,6,failure,False
47,admin.,divorced,primary,False,1095,True,False,cellular,18,nov,171,1,110,2,other,False
33,blue-collar,married,secondary,False,328,True,False,cellular,18,nov,160,2,182,1,failure,False
41,housemaid,divorced,primary,False,22,True,False,cellular,18,nov,238,3,126,4,other,False
51,management,married,tertiary,False,1612,True,False,cellular,18,nov,61,2,131,1,failure,False
32,blue-collar,married,secondary,False,491,True,False,cellular,18,nov,131,3,194,2,failure,False
47,technician,married,secondary,False,826,True,False,telephone,18,nov,195,3,112,8,other,False
32,services,married,secondary,False,3839,True,False,cellular,18,nov,100,2,189,1,failure,False
41,admin.,married,secondary,False,1327,True,True,cellular,18,nov,425,2,176,2,failure,False
36,technician,married,secondary,False,-179,True,False,cellular,18,nov,476,2,124,1,failure,False
46,blue-collar,married,secondary,False,942,False,False,cellular,18,nov,240,3,119,2,failure,False
34,blue-collar,married,secondary,False,3990,True,False,cellular,18,nov,591,2,117,7,failure,False
34,technician,single,tertiary,False,2047,True,False,cellular,18,nov,72,2,113,5,failure,False
30,management,married,tertiary,False,1185,True,False,cellular,18,nov,342,2,120,4,failure,False
30,admin.,single,secondary,False,2802,False,True,telephone,18,nov,285,2,137,2,failure,False
43,services,married,secondary,False,508,True,False,cellular,18,nov,200,1,172,1,failure,False
45,technician,divorced,secondary,False,-14,False,False,cellular,18,nov,39,2,127,3,failure,False
30,blue-collar,married,secondary,False,1131,True,True,cellular,18,nov,189,1,144,5,failure,False
40,admin.,divorced,secondary,False,399,True,True,cellular,18,nov,166,3,96,2,failure,False
49,self-employed,married,tertiary,False,202,True,False,cellular,18,nov,139,1,166,3,other,False
31,management,single,tertiary,False,3142,True,False,cellular,18,nov,235,1,123,1,failure,False
53,retired,married,secondary,False,1139,True,False,cellular,18,nov,180,1,186,6,failure,False
48,blue-collar,married,primary,False,214,True,True,cellular,18,nov,246,1,162,1,failure,False
34,blue-collar,married,secondary,False,1412,True,True,cellular,18,nov,149,1,175,2,failure,False
35,technician,married,secondary,False,2019,True,True,cellular,18,nov,83,2,144,1,failure,False
52,management,married,tertiary,False,1295,True,False,cellular,18,nov,121,1,123,1,other,False
31,management,married,tertiary,False,1164,True,True,cellular,18,nov,141,2,123,3,failure,False
31,admin.,married,secondary,False,355,True,False,cellular,18,nov,530,1,193,1,failure,False
35,services,married,secondary,False,66,True,False,cellular,18,nov,110,1,123,1,other,False
51,self-employed,married,primary,False,106,True,False,telephone,18,nov,366,3,110,2,failure,False
56,retired,married,tertiary,False,839,False,True,cellular,18,nov,630,1,187,2,other,False
43,management,married,secondary,False,481,True,False,telephone,18,nov,164,1,110,2,other,False
30,technician,married,secondary,False,-306,True,True,cellular,18,nov,372,1,186,1,failure,False
41,entrepreneur,married,tertiary,False,171,True,False,cellular,19,nov,209,1,191,4,failure,False
55,blue-collar,divorced,secondary,False,4053,False,False,cellular,19,nov,113,1,166,2,failure,False
32,admin.,single,tertiary,False,1583,True,False,cellular,19,nov,100,1,182,1,failure,False
30,management,married,tertiary,False,314,False,False,cellular,19,nov,364,2,175,2,success,False
32,services,divorced,secondary,False,1156,True,False,cellular,19,nov,81,1,182,1,failure,False
39,management,single,tertiary,False,1682,True,False,cellular,19,nov,147,1,170,1,failure,False
31,management,single,tertiary,False,3625,True,False,cellular,19,nov,112,1,180,2,failure,False
32,blue-collar,single,secondary,False,1721,True,False,cellular,19,nov,184,2,182,2,failure,False
45,management,married,secondary,False,38,True,False,cellular,19,nov,159,1,188,2,failure,False
33,management,single,tertiary,False,541,True,True,cellular,19,nov,140,1,182,1,failure,False
30,management,single,tertiary,False,54,True,True,cellular,19,nov,192,1,177,3,failure,False
33,management,married,tertiary,False,3696,False,False,cellular,19,nov,305,1,182,3,failure,False
33,management,married,tertiary,False,0,True,False,cellular,19,nov,295,1,170,1,failure,False
31,blue-collar,single,secondary,False,-366,True,False,cellular,19,nov,313,1,180,1,other,False
32,blue-collar,married,secondary,False,2089,True,False,cellular,19,nov,192,1,5,1,success,False
52,retired,married,secondary,False,424,False,False,cellular,19,nov,143,1,154,3,failure,False
31,technician,single,secondary,False,1186,True,False,cellular,19,nov,174,1,180,1,failure,False
35,management,married,tertiary,False,2801,True,False,cellular,19,nov,70,2,111,2,failure,False
32,management,single,tertiary,False,2667,True,False,cellular,19,nov,197,1,99,2,success,False
30,admin.,single,secondary,False,382,True,False,cellular,19,nov,369,1,191,1,failure,False
32,entrepreneur,married,tertiary,False,964,True,False,cellular,19,nov,130,1,120,2,failure,False
36,self-employed,married,secondary,False,189,True,False,cellular,19,nov,136,1,120,1,failure,False
40,services,married,secondary,False,961,False,True,cellular,19,nov,589,1,133,4,other,False
45,management,divorced,secondary,False,644,True,False,cellular,19,nov,418,1,168,1,success,True
37,services,single,secondary,False,50,False,False,cellular,19,nov,244,1,154,8,other,False
36,admin.,single,tertiary,False,649,False,False,cellular,19,nov,224,1,111,1,other,False
35,management,divorced,tertiary,False,771,True,True,cellular,19,nov,110,1,93,5,failure,False
30,management,married,tertiary,False,86,True,True,cellular,19,nov,155,1,97,2,other,False
39,technician,married,secondary,False,3494,True,False,cellular,19,nov,139,1,92,4,failure,False
37,self-employed,married,tertiary,False,804,True,False,cellular,19,nov,94,1,170,1,other,False
34,blue-collar,married,secondary,False,360,True,False,telephone,19,nov,46,1,182,2,failure,False
33,technician,married,secondary,False,1234,False,False,cellular,19,nov,109,1,10,1,failure,False
45,technician,divorced,secondary,False,1309,True,False,cellular,19,nov,298,1,170,2,failure,False
30,management,single,tertiary,False,234,True,False,cellular,19,nov,206,1,169,2,failure,False
32,unemployed,single,tertiary,False,1611,True,False,cellular,19,nov,175,1,180,2,failure,False
31,blue-collar,married,secondary,False,1570,True,True,cellular,19,nov,133,2,180,1,other,False
40,self-employed,married,tertiary,False,2977,True,False,cellular,19,nov,375,1,125,1,failure,False
46,blue-collar,married,secondary,False,15,True,True,cellular,19,nov,46,2,91,3,failure,False
30,blue-collar,single,secondary,True,447,False,False,cellular,19,nov,426,2,189,6,failure,False
34,blue-collar,married,primary,False,2490,True,False,cellular,19,nov,185,2,180,1,failure,False
53,retired,married,tertiary,False,1452,False,True,cellular,19,nov,442,2,113,3,failure,False
46,technician,divorced,secondary,False,-26,True,True,cellular,19,nov,201,1,113,2,other,False
38,technician,married,secondary,False,4030,True,False,cellular,19,nov,75,2,177,5,failure,False
32,technician,divorced,secondary,False,18,False,False,telephone,19,nov,20,1,177,1,failure,False
40,student,married,secondary,False,260,False,False,cellular,19,nov,52,1,152,6,failure,False
32,technician,married,secondary,False,524,False,False,cellular,19,nov,100,1,106,1,failure,False
33,self-employed,married,tertiary,False,-103,True,False,cellular,19,nov,149,2,175,1,failure,False
